qty_dot_url,qty_hyphen_url,qty_underline_url,qty_slash_url,qty_questionmark_url,qty_equal_url,qty_at_url,qty_and_url,qty_tld_url,length_url,qty_dot_domain,qty_hyphen_domain,qty_vowels_domain,domain_in_ip,email_in_url,domain_spf,asn_ip,time_domain_activation,time_domain_expiration,qty_ip_resolved,qty_nameservers,qty_mx_servers,qty_redirects,url_shortened,phishing
0.6542169080239615,-0.2992471445347271,-0.1685218179498657,-0.1616134047935784,-0.0778321044330387,-0.210891327579164,-0.1455479398857974,-0.1489485639299564,-0.1974499338340642,-0.2684028572442818,0.1823018404829115,-0.2876686122865879,-0.5701915762359707,-0.0460032115743968,-0.1468804439119809,-0.4189900545355939,0.6295294470608266,0.1624674960662374,-0.2818364774717968,-0.3236247425550926,-0.5866408686465058,-1.0226671142563948,-0.6050948729057936,-0.0651273165432851,1
2.278164220402961,-0.2992471445347271,1.203944158867059,0.8805939215795372,-0.0778321044330387,2.8837029096769213,-0.1455479398857974,1.9806625355948275,7.656318634349678,4.43300372131142,0.1823018404829115,-0.2876686122865879,-0.1787802111876142,-0.0460032115743968,-0.1468804439119809,-0.4189900545355939,0.0798003961725134,-1.8953243760475575,-0.522859089028465,-0.3236247425550926,-0.5866408686465058,-0.4401604248208587,-0.6050948729057936,-0.0651273165432851,1
-0.1577567481655383,-0.2992471445347271,-0.1685218179498657,-0.1616134047935784,-0.0778321044330387,-0.210891327579164,-0.1455479398857974,-0.1489485639299564,-0.1974499338340642,-0.5058476339390143,0.1823018404829115,-0.2876686122865879,-0.9616029412843272,-0.0460032115743968,-0.1468804439119809,-0.4189900545355939,-0.6142833244990902,0.1624674960662374,-0.2818364774717968,-0.3236247425550926,-0.5866408686465058,0.7248529540502137,-0.6050948729057936,-0.0651273165432851,0
1.4661905642134614,-0.2992471445347271,2.5764101356839837,1.922801247952653,-0.0778321044330387,-0.210891327579164,-0.1455479398857974,-0.1489485639299564,-0.1974499338340642,1.0612878922462194,0.1823018404829115,-0.2876686122865879,0.6040425189090989,-0.0460032115743968,-0.1468804439119809,-0.4189900545355939,-0.2659313694828985,0.1624674960662374,-0.2818364774717968,-0.3236247425550926,-0.5866408686465058,-1.0226671142563948,-0.6050948729057936,-0.0651273165432851,1
-0.1577567481655383,-0.2992471445347271,-0.1685218179498657,-0.6827170679801362,-0.0778321044330387,-0.210891327579164,-0.1455479398857974,-0.1489485639299564,-0.1974499338340642,-0.4108697232611213,0.1823018404829115,-0.2876686122865879,-0.1787802111876142,-0.0460032115743968,-0.1468804439119809,-0.4189900545355939,0.4752047347098238,0.9749420357513232,-0.2401558754732752,-0.3236247425550926,-0.5866408686465058,-0.4401604248208587,0.8096860855177218,-0.0651273165432851,0
-0.9697304043550382,-0.2992471445347271,-0.1685218179498657,0.3594902583929794,-0.0778321044330387,-0.210891327579164,-0.1455479398857974,-0.1489485639299564,-0.1974499338340642,-0.3396362902527016,-1.2197163356671836,-0.2876686122865879,-0.5701915762359707,-0.0460032115743968,-0.1468804439119809,-0.4189900545355939,-0.1531077920072949,-2.150200813923451,-0.1513580712155553,-0.3236247425550926,0.1822475981810749,0.7248529540502137,-0.6050948729057936,-0.0651273165432851,1
-0.1577567481655383,-0.2992471445347271,-0.1685218179498657,-0.6827170679801362,-0.0778321044330387,-0.210891327579164,-0.1455479398857974,-0.1489485639299564,-0.1974499338340642,-0.2209139019053354,0.1823018404829115,-0.2876686122865879,1.386865249005812,-0.0460032115743968,-0.1468804439119809,-0.4189900545355939,-0.4215439715197082,0.1624674960662374,-0.2818364774717968,-0.3236247425550926,-0.5866408686465058,0.1423462646146774,-0.6050948729057936,-0.0651273165432851,0
-0.1577567481655383,-0.2992471445347271,-0.1685218179498657,0.8805939215795372,-0.0778321044330387,-0.210891327579164,-0.1455479398857974,-0.1489485639299564,-0.1974499338340642,0.2302311738146561,0.1823018404829115,-0.2876686122865879,1.386865249005812,-0.0460032115743968,-0.1468804439119809,-0.4189900545355939,0.5023392380901008,0.1624674960662374,-0.2818364774717968,-0.3236247425550926,-0.5866408686465058,-0.4401604248208587,-0.6050948729057936,-0.0651273165432851,0
-0.1577567481655383,-0.2992471445347271,-0.1685218179498657,-0.6827170679801362,-0.0778321044330387,-0.210891327579164,-0.1455479398857974,-0.1489485639299564,-0.1974499338340642,-0.482103156269541,0.1823018404829115,-0.2876686122865879,-0.9616029412843272,-0.0460032115743968,-0.1468804439119809,-0.4189900545355939,-0.4240087259184077,-1.8063411986136928,-0.2220338746043528,-0.3236247425550926,0.9511360650086556,0.1423462646146774,0.8096860855177218,-0.0651273165432851,0
-0.9697304043550382,-0.2992471445347271,-0.1685218179498657,0.3594902583929794,-0.0778321044330387,-0.210891327579164,-0.1455479398857974,-0.1489485639299564,-0.1974499338340642,-0.2921473349137551,-1.2197163356671836,-0.2876686122865879,-0.5701915762359707,-0.0460032115743968,-0.1468804439119809,2.3866914958360868,-0.2757237720939477,-0.0056615226027731,-0.2383436753863829,-0.3236247425550926,-0.5866408686465058,-0.4401604248208587,-0.6050948729057936,-0.0651273165432851,1
