qty_dot_url,qty_hyphen_url,qty_underline_url,qty_slash_url,qty_questionmark_url,qty_equal_url,qty_at_url,qty_and_url,qty_tld_url,length_url,qty_dot_domain,qty_hyphen_domain,qty_vowels_domain,domain_in_ip,email_in_url,domain_spf,asn_ip,time_domain_activation,time_domain_expiration,qty_ip_resolved,qty_nameservers,qty_mx_servers,qty_redirects,url_shortened,phishing
0.10526315789473684,0.0,0.0,0.05263157894736841,0.0,0.0,0.0,0.0,0.19999999999999998,0.02164502164502164,0.14285714285714285,0.0,0.09090909090909091,0.0,0.0,0.0,0.15357636493653837,0.42418284590808547,0.0762186910853757,0.0,0.14285714285714285,0.0,0.0,0.0,1
0.21052631578947367,0.0,0.04761904761904762,0.15789473684210525,0.0,0.1764705882352941,0.0,0.10526315789473684,0.5999999999999999,0.2359307359307359,0.14285714285714285,0.0,0.11363636363636363,0.0,0.0,0.0,0.09101935307807181,0.04718604079626443,0.04039859951521681,0.0,0.14285714285714285,0.049999999999999996,0.0,0.0,1
0.052631578947368425,0.0,0.0,0.05263157894736841,0.0,0.0,0.0,0.0,0.19999999999999998,0.010822510822510817,0.14285714285714285,0.0,0.06818181818181818,0.0,0.0,0.0,0.012035345457118235,0.42418284590808547,0.0762186910853757,0.0,0.14285714285714285,0.15000000000000002,0.0,0.0,0
0.15789473684210525,0.0,0.09523809523809523,0.2631578947368421,0.0,0.0,0.0,0.0,0.19999999999999998,0.08225108225108224,0.14285714285714285,0.0,0.1590909090909091,0.0,0.0,0.0,0.051676432908571296,0.42418284590808547,0.0762186910853757,0.0,0.14285714285714285,0.0,0.0,0.0,1
0.052631578947368425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.015151515151515148,0.14285714285714285,0.0,0.11363636363636363,0.0,0.0,0.0,0.1360148173978082,0.5730318669615794,0.08241314301104227,0.0,0.14285714285714285,0.049999999999999996,0.09090909090909091,0.0,0
0.0,0.0,0.0,0.10526315789473682,0.0,0.0,0.0,0.0,0.19999999999999998,0.018398268398268393,0.07142857142857142,0.0,0.09090909090909091,0.0,0.0,0.0,0.06451531392213791,0.0004915212582944362,0.09561001885267978,0.0,0.21428571428571425,0.15000000000000002,0.0,0.0,1
0.052631578947368425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.0238095238095238,0.14285714285714285,0.0,0.20454545454545456,0.0,0.0,0.0,0.033968328570237356,0.42418284590808547,0.0762186910853757,0.0,0.14285714285714285,0.09999999999999999,0.0,0.0,0
0.052631578947368425,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.19999999999999998,0.04437229437229436,0.14285714285714285,0.0,0.20454545454545456,0.0,0.0,0.0,0.13910261755497777,0.42418284590808547,0.0762186910853757,0.0,0.14285714285714285,0.049999999999999996,0.0,0.0,0
0.052631578947368425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.011904761904761904,0.14285714285714285,0.0,0.06818181818181818,0.0,0.0,0.0,0.03368784917789216,0.06348816252969608,0.08510638297872339,0.0,0.2857142857142857,0.09999999999999999,0.09090909090909091,0.0,0
0.0,0.0,0.0,0.10526315789473682,0.0,0.0,0.0,0.0,0.19999999999999998,0.020562770562770557,0.07142857142857142,0.0,0.09090909090909091,0.0,0.0,1.0,0.050562095863307996,0.39338084705496845,0.0826824670078104,0.0,0.14285714285714285,0.049999999999999996,0.0,0.0,1
0.052631578947368425,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.015151515151515148,0.14285714285714285,0.16666666666666669,0.11363636363636363,0.0,0.0,0.0,0.08038387774130704,0.5110182682067665,0.2862914085645031,0.0,0.14285714285714285,0.049999999999999996,0.09090909090909091,0.0,0
